X(nmi),Y(nmi),MCI_2010 POP,MCI_2010 HU
4.8,-7.2,1,1
4.88,-7.2,1,1
4.96,-7.2,1,1
5.04,-7.2,1,1
5.12,-7.2,1,1
5.2,-7.2,1,1
5.28,-7.2,1,1
5.36,-7.2,1,1
5.44,-7.2,1,1
5.52,-7.2,1,1
5.6,-7.2,1,1
5.68,-7.2,1,1
5.76,-7.2,1,1
5.84,-7.2,1,1
5.92,-7.2,1,1
6,-7.2,1,1
6.08,-7.2,1,1
6.16,-7.2,1,1
6.24,-7.2,1,1
6.32,-7.2,1,1
6.4,-7.2,1,1
6.48,-7.2,1,1
6.56,-7.2,1,1
6.64,-7.2,1,1
6.72,-7.2,1,1
6.8,-7.2,1,1
6.88,-7.2,1,1
6.96,-7.2,1,1
7.04,-7.2,1,1
7.12,-7.2,1,1
7.2,-7.2,1,1
7.28,-7.2,1,1
7.36,-7.2,1,1
7.44,-7.2,1,1
7.52,-7.2,1,1
7.6,-7.2,1,1
7.68,-7.2,1,1
7.76,-7.2,1,1
7.84,-7.2,1,1
7.92,-7.2,1,1
8,-7.2,1,1
8.08,-7.2,1,1
8.16,-7.2,1,1
8.24,-7.2,1,1
8.32,-7.2,1,1
8.4,-7.2,1,1
8.48,-7.2,1,1
8.56,-7.2,1,1
8.64,-7.2,1,1
8.72,-7.2,1,1
8.8,-7.2,1,1
8.88,-7.2,1,1
8.96,-7.2,1,1
9.04,-7.2,1,1
9.12,-7.2,1,1
9.2,-7.2,1,1
9.28,-7.2,1,1
9.36,-7.2,1,1
9.44,-7.2,1,1
9.52,-7.2,1,1
9.6,-7.2,1,1
9.68,-7.2,1,1
9.76,-7.2,1,1
9.84,-7.2,1,1
9.92,-7.2,1,1
10,-7.2,1,1
10.08,-7.2,1,1
10.16,-7.2,1,1
10.24,-7.2,1,1
10.32,-7.2,1,1
10.4,-7.2,1,1
10.48,-7.2,1,1
10.56,-7.2,1,1
10.64,-7.2,1,1
10.72,-7.2,1,1
10.8,-7.2,1,1
10.88,-7.2,1,1
10.96,-7.2,1,1
11.04,-7.2,1,1
11.12,-7.2,1,1
11.2,-7.2,1,1
11.28,-7.2,1,1
11.36,-7.2,1,1
11.44,-7.2,1,1
11.52,-7.2,1,1
11.6,-7.2,1,1
11.68,-7.2,1,1
11.76,-7.2,1,1
11.84,-7.2,1,1
11.92,-7.2,1,1
12,-7.2,1,1
12.08,-7.2,1,1
12.16,-7.2,1,1
12.24,-7.2,1,1
12.32,-7.2,1,1
12.4,-7.2,1,1
12.48,-7.2,1,1
12.56,-7.2,1,1
12.64,-7.2,1,1
12.72,-7.2,1,1
12.8,-7.2,1,1
12.88,-7.2,1,1
12.96,-7.2,1,1
13.04,-7.2,1,1
13.12,-7.2,1,1
13.2,-7.2,1,1
13.28,-7.2,1,1
13.36,-7.2,1,1
13.44,-7.2,1,1
13.52,-7.2,1,1
13.6,-7.2,1,1
13.68,-7.2,1,1
13.76,-7.2,1,1
13.84,-7.2,1,1
13.92,-7.2,1,1
14,-7.2,1,1
14.08,-7.2,1,1
14.16,-7.2,1,1
14.24,-7.2,1,1
14.32,-7.2,1,1
14.4,-7.2,1,1
14.48,-7.2,1,1
14.56,-7.2,1,1
14.64,-7.2,1,1
14.72,-7.2,1,1
14.8,-7.2,1,1
14.88,-7.2,1,1
14.96,-7.2,1,1
15.04,-7.2,1,1
15.12,-7.2,1,1
15.2,-7.2,1,1
15.28,-7.2,1,1
15.36,-7.2,1,1
15.44,-7.2,1,1
15.52,-7.2,1,1
15.6,-7.2,1,1
15.68,-7.2,1,1
15.76,-7.2,1,1
15.84,-7.2,1,1
15.92,-7.2,1,1
16,-7.2,1,1
-16,-7.12,1,1
-15.92,-7.12,1,1
-15.84,-7.12,1,1
-15.76,-7.12,1,1
-15.68,-7.12,1,1
-15.6,-7.12,1,1
-15.52,-7.12,1,1
-15.44,-7.12,1,1
-15.36,-7.12,1,1
-15.28,-7.12,1,1
-15.2,-7.12,1,1
-15.12,-7.12,1,1
-15.04,-7.12,1,1
-14.96,-7.12,1,1
-14.88,-7.12,1,1
-14.8,-7.12,1,1
-14.72,-7.12,1,1
-14.64,-7.12,1,1
-14.56,-7.12,1,1
-14.48,-7.12,1,1
-14.4,-7.12,1,1
-14.32,-7.12,1,1
-14.24,-7.12,1,1
-14.16,-7.12,1,1
-14.08,-7.12,1,1
-14,-7.12,1,1
-13.92,-7.12,1,1
-13.84,-7.12,1,1
-13.76,-7.12,1,1
-13.68,-7.12,1,1
-13.6,-7.12,1,1
-13.52,-7.12,1,1
-13.44,-7.12,1,1
-13.36,-7.12,1,1
-13.28,-7.12,1,1
-13.2,-7.12,1,1
-13.12,-7.12,1,1
-13.04,-7.12,1,1
-12.96,-7.12,1,1
-12.88,-7.12,1,1
-12.8,-7.12,1,1
-12.72,-7.12,1,1
-12.64,-7.12,1,1
-12.56,-7.12,1,1
-12.48,-7.12,1,1
-12.4,-7.12,1,1
-12.32,-7.12,1,1
-12.24,-7.12,1,1
-12.16,-7.12,1,1
-12.08,-7.12,1,1
-12,-7.12,1,1
-11.92,-7.12,1,1
-11.84,-7.12,1,1
-11.76,-7.12,1,1
-11.68,-7.12,1,1
-11.6,-7.12,1,1
-11.52,-7.12,1,1
-11.44,-7.12,1,1
-11.36,-7.12,1,1
-11.28,-7.12,1,1
-11.2,-7.12,1,1
-11.12,-7.12,1,1
-11.04,-7.12,1,1
-10.96,-7.12,1,1
-10.88,-7.12,1,1
-10.8,-7.12,1,1
-10.72,-7.12,1,1
-10.64,-7.12,1,1
-10.56,-7.12,1,1
-10.48,-7.12,1,1
-10.4,-7.12,1,1
-10.32,-7.12,1,1
-10.24,-7.12,1,1
-10.16,-7.12,1,1
-10.08,-7.12,1,1
-10,-7.12,1,1
-9.92,-7.12,1,1
-9.84,-7.12,1,1
-9.76,-7.12,1,1
-9.68,-7.12,1,1
-9.6,-7.12,1,1
-9.52,-7.12,1,1
-9.44,-7.12,1,1
-9.36,-7.12,1,1
-9.28,-7.12,1,1
-9.2,-7.12,1,1
-9.12,-7.12,1,1
-9.04,-7.12,1,1
-8.96,-7.12,1,1
-8.88,-7.12,1,1
-8.8,-7.12,1,1
-8.72,-7.12,1,1
-8.64,-7.12,1,1
-8.56,-7.12,1,1
-8.48,-7.12,1,1
-8.4,-7.12,1,1
-8.32,-7.12,1,1
-8.24,-7.12,1,1
-8.16,-7.12,1,1
-8.08,-7.12,1,1
-8,-7.12,1,1
-7.92,-7.12,1,1
-7.84,-7.12,1,1
-7.76,-7.12,1,1
-7.68,-7.12,1,1
-7.6,-7.12,1,1
-7.52,-7.12,1,1
-7.44,-7.12,1,1
-7.36,-7.12,1,1
-7.28,-7.12,1,1
-7.2,-7.12,1,1
-7.12,-7.12,1,1
-7.04,-7.12,1,1
-6.96,-7.12,1,1
-6.88,-7.12,1,1
-6.8,-7.12,1,1
-6.72,-7.12,1,1
-6.64,-7.12,1,1
-6.56,-7.12,1,1
-6.48,-7.12,1,1
-6.4,-7.12,1,1
-6.32,-7.12,1,1
-6.24,-7.12,1,1
-6.16,-7.12,1,1
-6.08,-7.12,1,1
-6,-7.12,1,1
-5.92,-7.12,1,1
-5.84,-7.12,1,1
-5.76,-7.12,1,1
-5.68,-7.12,1,1
-5.6,-7.12,1,1
-5.52,-7.12,1,1
-5.44,-7.12,1,1
-5.36,-7.12,1,1
-5.28,-7.12,1,1
-5.2,-7.12,1,1
-5.12,-7.12,1,1
-5.04,-7.12,1,1
-4.96,-7.12,1,1
-4.88,-7.12,1,1
-4.8,-7.12,1,1
-4.72,-7.12,1,1
-4.64,-7.12,1,1
-4.56,-7.12,1,1
-4.48,-7.12,1,1
-4.4,-7.12,1,1
-4.32,-7.12,1,1
-4.24,-7.12,1,1
-4.16,-7.12,1,1
-4.08,-7.12,1,1
-4,-7.12,1,1
-3.92,-7.12,1,1
-3.84,-7.12,1,1
-3.76,-7.12,1,1
-3.68,-7.12,1,1
-3.6,-7.12,1,1
-3.52,-7.12,1,1
-3.44,-7.12,1,1
-3.36,-7.12,1,1
-3.28,-7.12,1,1
-3.2,-7.12,1,1
-3.12,-7.12,1,1
-3.04,-7.12,1,1
-2.96,-7.12,1,1
-2.88,-7.12,1,1
-2.8,-7.12,1,1
-2.72,-7.12,1,1
-2.64,-7.12,1,1
-2.56,-7.12,1,1
-2.48,-7.12,1,1
-2.4,-7.12,1,1
-2.32,-7.12,1,1
-2.24,-7.12,1,1
-2.16,-7.12,1,1
-2.08,-7.12,1,1
-2,-7.12,1,1
-1.92,-7.12,1,1
-1.84,-7.12,1,1
-1.76,-7.12,1,1
-1.68,-7.12,1,1
-1.6,-7.12,1,1
-1.52,-7.12,1,1
-1.44,-7.12,1,1
-1.36,-7.12,1,1
-1.28,-7.12,1,1
-1.2,-7.12,1,1
-1.12,-7.12,1,1
-1.04,-7.12,1,1
-0.96,-7.12,1,1
-0.88,-7.12,1,1
-0.8,-7.12,1,1
-0.72,-7.12,1,1
-0.64,-7.12,1,1
-0.56,-7.12,1,1
-0.48,-7.12,1,1
-0.4,-7.12,1,1
-0.32,-7.12,1,1
-0.24,-7.12,1,1
-0.16,-7.12,1,1
-0.08,-7.12,1,1
0,-7.12,1,1
0.08,-7.12,1,1
0.16,-7.12,1,1
0.24,-7.12,1,1
0.32,-7.12,1,1
0.4,-7.12,1,1
0.48,-7.12,1,1
0.56,-7.12,1,1
0.64,-7.12,1,1
0.72,-7.12,1,1
0.8,-7.12,1,1
0.88,-7.12,1,1
0.96,-7.12,1,1
1.04,-7.12,1,1
1.12,-7.12,1,1
1.2,-7.12,1,1
1.28,-7.12,1,1
1.36,-7.12,1,1
1.44,-7.12,1,1
1.52,-7.12,1,1
1.6,-7.12,1,1
1.68,-7.12,1,1
1.76,-7.12,1,1
1.84,-7.12,1,1
1.92,-7.12,1,1
2,-7.12,1,1
2.08,-7.12,1,1
2.16,-7.12,1,1
2.24,-7.12,1,1
2.32,-7.12,1,1
2.4,-7.12,1,1
2.48,-7.12,1,1
2.56,-7.12,1,1
2.64,-7.12,1,1
2.72,-7.12,1,1
2.8,-7.12,1,1
2.88,-7.12,1,1
2.96,-7.12,1,1
3.04,-7.12,1,1
3.12,-7.12,1,1
3.2,-7.12,1,1
3.28,-7.12,1,1
3.36,-7.12,1,1
3.44,-7.12,1,1
3.52,-7.12,1,1
3.6,-7.12,1,1
3.68,-7.12,1,1
3.76,-7.12,1,1
3.84,-7.12,1,1
3.92,-7.12,1,1
4,-7.12,1,1
4.08,-7.12,1,1
4.16,-7.12,1,1
4.24,-7.12,1,1
4.32,-7.12,1,1
4.4,-7.12,1,1
4.48,-7.12,1,1
4.56,-7.12,1,1
4.64,-7.12,1,1
4.72,-7.12,1,1
4.8,-7.12,1,1
4.88,-7.12,1,1
4.96,-7.12,1,1
5.04,-7.12,1,1
5.12,-7.12,1,1
5.2,-7.12,1,1
5.28,-7.12,1,1
5.36,-7.12,1,1
5.44,-7.12,1,1
5.52,-7.12,1,1
5.6,-7.12,1,1
5.68,-7.12,1,1
5.76,-7.12,1,1
5.84,-7.12,1,1
5.92,-7.12,1,1
6,-7.12,1,1
6.08,-7.12,1,1
6.16,-7.12,1,1
6.24,-7.12,1,1
6.32,-7.12,1,1
6.4,-7.12,1,1
6.48,-7.12,1,1
6.56,-7.12,1,1
6.64,-7.12,1,1
6.72,-7.12,1,1
6.8,-7.12,1,1
6.88,-7.12,1,1
6.96,-7.12,1,1
7.04,-7.12,1,1
7.12,-7.12,1,1
7.2,-7.12,1,1
7.28,-7.12,1,1
7.36,-7.12,1,1
7.44,-7.12,1,1
7.52,-7.12,1,1
7.6,-7.12,1,1
7.68,-7.12,1,1
7.76,-7.12,1,1
7.84,-7.12,1,1
7.92,-7.12,1,1
8,-7.12,1,1
8.08,-7.12,1,1
8.16,-7.12,1,1
8.24,-7.12,1,1
8.32,-7.12,1,1
8.4,-7.12,1,1
8.48,-7.12,1,1
8.56,-7.12,1,1
8.64,-7.12,1,1
8.72,-7.12,1,1
8.8,-7.12,1,1
8.88,-7.12,1,1
8.96,-7.12,1,1
9.04,-7.12,1,1
9.12,-7.12,1,1
9.2,-7.12,1,1
9.28,-7.12,1,1
9.36,-7.12,1,1
9.44,-7.12,1,1
9.52,-7.12,1,1
9.6,-7.12,1,1
9.68,-7.12,1,1
9.76,-7.12,1,1
9.84,-7.12,1,1
9.92,-7.12,1,1
10,-7.12,1,1
10.08,-7.12,1,1
10.16,-7.12,1,1
10.24,-7.12,1,1
10.32,-7.12,1,1
10.4,-7.12,1,1
10.48,-7.12,1,1
10.56,-7.12,1,1
10.64,-7.12,1,1
10.72,-7.12,1,1
10.8,-7.12,1,1
10.88,-7.12,1,1
10.96,-7.12,1,1
11.04,-7.12,1,1
11.12,-7.12,1,1
11.2,-7.12,1,1
11.28,-7.12,1,1
11.36,-7.12,1,1
11.44,-7.12,1,1
11.52,-7.12,1,1
11.6,-7.12,1,1
11.68,-7.12,1,1
11.76,-7.12,1,1
11.84,-7.12,1,1
11.92,-7.12,1,1
12,-7.12,1,1
12.08,-7.12,1,1
12.16,-7.12,1,1
12.24,-7.12,1,1
12.32,-7.12,1,1
12.4,-7.12,1,1
12.48,-7.12,1,1
12.56,-7.12,1,1
12.64,-7.12,1,1
12.72,-7.12,1,1
12.8,-7.12,1,1
12.88,-7.12,1,1
12.96,-7.12,1,1
13.04,-7.12,1,1
13.12,-7.12,1,1
13.2,-7.12,1,1
13.28,-7.12,1,1
13.36,-7.12,1,1
13.44,-7.12,1,1
13.52,-7.12,1,1
13.6,-7.12,1,1
13.68,-7.12,1,1
13.76,-7.12,1,1
13.84,-7.12,1,1
13.92,-7.12,1,1
14,-7.12,1,1
14.08,-7.12,1,1
14.16,-7.12,1,1
14.24,-7.12,1,1
14.32,-7.12,1,1
14.4,-7.12,1,1
14.48,-7.12,1,1
14.56,-7.12,1,1
14.64,-7.12,1,1
14.72,-7.12,1,1
14.8,-7.12,1,1
14.88,-7.12,1,1
14.96,-7.12,1,1
15.04,-7.12,1,1
15.12,-7.12,1,1
15.2,-7.12,1,1
15.28,-7.12,1,1
15.36,-7.12,1,1
15.44,-7.12,1,1
15.52,-7.12,1,1
15.6,-7.12,1,1
15.68,-7.12,1,1
15.76,-7.12,1,1
15.84,-7.12,1,1
15.92,-7.12,1,1
16,-7.12,1,1
-16,-7.04,1,1
-15.92,-7.04,1,1
-15.84,-7.04,1,1
-15.76,-7.04,1,1
-15.68,-7.04,1,1
-15.6,-7.04,1,1
-15.52,-7.04,1,1
-15.44,-7.04,1,1
-15.36,-7.04,1,1
-15.28,-7.04,1,1
-15.2,-7.04,1,1
-15.12,-7.04,1,1
-15.04,-7.04,1,1
-14.96,-7.04,1,1
-14.88,-7.04,1,1
-14.8,-7.04,1,1
-14.72,-7.04,1,1
-14.64,-7.04,1,1
-14.56,-7.04,1,1
-14.48,-7.04,1,1
-14.4,-7.04,1,1
-14.32,-7.04,1,1
-14.24,-7.04,1,1
-14.16,-7.04,1,1
-14.08,-7.04,1,1
-14,-7.04,1,1
-13.92,-7.04,1,1
-13.84,-7.04,1,1
-13.76,-7.04,1,1
-13.68,-7.04,1,1
-13.6,-7.04,1,1
-13.52,-7.04,1,1
-13.44,-7.04,1,1
-13.36,-7.04,1,1
-13.28,-7.04,1,1
-13.2,-7.04,1,1
-13.12,-7.04,1,1
-13.04,-7.04,1,1
-12.96,-7.04,1,1
-12.88,-7.04,1,1
-12.8,-7.04,1,1
-12.72,-7.04,1,1
-12.64,-7.04,1,1
-12.56,-7.04,1,1
-12.48,-7.04,1,1
-12.4,-7.04,1,1
-12.32,-7.04,1,1
-12.24,-7.04,1,1
-12.16,-7.04,1,1
-12.08,-7.04,1,1
-12,-7.04,1,1
-11.92,-7.04,1,1
-11.84,-7.04,1,1
-11.76,-7.04,1,1
-11.68,-7.04,1,1
-11.6,-7.04,1,1
-11.52,-7.04,1,1
-11.44,-7.04,1,1
-11.36,-7.04,1,1
-11.28,-7.04,1,1
-11.2,-7.04,1,1
-11.12,-7.04,1,1
-11.04,-7.04,1,1
-10.96,-7.04,1,1
-10.88,-7.04,1,1
-10.8,-7.04,1,1
-10.72,-7.04,1,1
-10.64,-7.04,1,1
-10.56,-7.04,1,1
-10.48,-7.04,1,1
-10.4,-7.04,1,1
-10.32,-7.04,1,1
-10.24,-7.04,1,1
-10.16,-7.04,1,1
-10.08,-7.04,1,1
-10,-7.04,1,1
-9.92,-7.04,1,1
-9.84,-7.04,1,1
-9.76,-7.04,1,1
-9.68,-7.04,1,1
-9.6,-7.04,1,1
-9.52,-7.04,1,1
-9.44,-7.04,1,1
-9.36,-7.04,1,1
-9.28,-7.04,1,1
-9.2,-7.04,1,1
-9.12,-7.04,1,1
-9.04,-7.04,1,1
-8.96,-7.04,1,1
-8.88,-7.04,1,1
-8.8,-7.04,1,1
-8.72,-7.04,1,1
-8.64,-7.04,1,1
-8.56,-7.04,1,1
-8.48,-7.04,1,1
-8.4,-7.04,1,1
-8.32,-7.04,1,1
-8.24,-7.04,1,1
-8.16,-7.04,1,1
-8.08,-7.04,1,1
-8,-7.04,1,1
-7.92,-7.04,1,1
-7.84,-7.04,1,1
-7.76,-7.04,1,1
-7.68,-7.04,1,1
-7.6,-7.04,1,1
-7.52,-7.04,1,1
-7.44,-7.04,1,1
-7.36,-7.04,1,1
-7.28,-7.04,1,1
-7.2,-7.04,1,1
-7.12,-7.04,1,1
-7.04,-7.04,1,1
-6.96,-7.04,1,1
-6.88,-7.04,1,1
-6.8,-7.04,1,1
-6.72,-7.04,1,1
-6.64,-7.04,1,1
-6.56,-7.04,1,1
-6.48,-7.04,1,1
-6.4,-7.04,1,1
-6.32,-7.04,1,1
-6.24,-7.04,1,1
-6.16,-7.04,1,1
-6.08,-7.04,1,1
-6,-7.04,1,1
-5.92,-7.04,1,1
-5.84,-7.04,1,1
-5.76,-7.04,1,1
-5.68,-7.04,1,1
-5.6,-7.04,1,1
-5.52,-7.04,1,1
-5.44,-7.04,1,1
-5.36,-7.04,1,1
-5.28,-7.04,1,1
-5.2,-7.04,1,1
-5.12,-7.04,1,1
-5.04,-7.04,1,1
-4.96,-7.04,1,1
-4.88,-7.04,1,1
-4.8,-7.04,1,1
-4.72,-7.04,1,1
-4.64,-7.04,1,1
-4.56,-7.04,1,1
-4.48,-7.04,1,1
-4.4,-7.04,1,1
-4.32,-7.04,1,1
-4.24,-7.04,1,1
-4.16,-7.04,1,1
-4.08,-7.04,1,1
-4,-7.04,1,1
-3.92,-7.04,1,1
-3.84,-7.04,1,1
-3.76,-7.04,1,1
-3.68,-7.04,1,1
-3.6,-7.04,1,1
-3.52,-7.04,1,1
-3.44,-7.04,1,1
-3.36,-7.04,1,1
-3.28,-7.04,1,1
-3.2,-7.04,1,1
-3.12,-7.04,1,1
-3.04,-7.04,1,1
-2.96,-7.04,1,1
-2.88,-7.04,1,1
-2.8,-7.04,1,1
-2.72,-7.04,1,1
-2.64,-7.04,1,1
-2.56,-7.04,1,1
-2.48,-7.04,1,1
-2.4,-7.04,1,1
-2.32,-7.04,1,1
-2.24,-7.04,1,1
-2.16,-7.04,1,1
-2.08,-7.04,1,1
-2,-7.04,1,1
-1.92,-7.04,1,1
-1.84,-7.04,1,1
-1.76,-7.04,1,1
-1.68,-7.04,1,1
-1.6,-7.04,1,1
-1.52,-7.04,1,1
-1.44,-7.04,1,1
-1.36,-7.04,1,1
-1.28,-7.04,1,1
-1.2,-7.04,1,1
-1.12,-7.04,1,1
-1.04,-7.04,1,1
-0.96,-7.04,1,1
-0.88,-7.04,1,1
-0.8,-7.04,1,1
-0.72,-7.04,1,1
-0.64,-7.04,1,1
-0.56,-7.04,1,1
-0.48,-7.04,1,1
-0.4,-7.04,1,1
-0.32,-7.04,1,1
-0.24,-7.04,1,1
-0.16,-7.04,1,1
-0.08,-7.04,1,1
0,-7.04,1,1
0.08,-7.04,1,1
0.16,-7.04,1,1
0.24,-7.04,1,1
0.32,-7.04,1,1
0.4,-7.04,1,1
0.48,-7.04,1,1
0.56,-7.04,1,1
0.64,-7.04,1,1
0.72,-7.04,1,1
0.8,-7.04,1,1
0.88,-7.04,1,1
0.96,-7.04,1,1
1.04,-7.04,1,1
1.12,-7.04,1,1
1.2,-7.04,1,1
1.28,-7.04,1,1
1.36,-7.04,1,1
1.44,-7.04,1,1
1.52,-7.04,1,1
1.6,-7.04,1,1
1.68,-7.04,1,1
1.76,-7.04,1,1
1.84,-7.04,1,1
1.92,-7.04,1,1
2,-7.04,1,1
2.08,-7.04,1,1
2.16,-7.04,1,1
2.24,-7.04,1,1
2.32,-7.04,1,1
2.4,-7.04,1,1
2.48,-7.04,1,1
2.56,-7.04,1,1
2.64,-7.04,1,1
2.72,-7.04,1,1
2.8,-7.04,1,1
2.88,-7.04,1,1
2.96,-7.04,1,1
3.04,-7.04,1,1
3.12,-7.04,1,1
3.2,-7.04,1,1
3.28,-7.04,1,1
3.36,-7.04,1,1
3.44,-7.04,1,1
3.52,-7.04,1,1
3.6,-7.04,1,1
3.68,-7.04,1,1
3.76,-7.04,1,1
3.84,-7.04,1,1
3.92,-7.04,1,1
4,-7.04,1,1
4.08,-7.04,1,1
4.16,-7.04,1,1
4.24,-7.04,1,1
4.32,-7.04,1,1
4.4,-7.04,1,1
4.48,-7.04,1,1
4.56,-7.04,1,1
4.64,-7.04,1,1
4.72,-7.04,1,1
4.8,-7.04,1,1
4.88,-7.04,1,1
4.96,-7.04,1,1
5.04,-7.04,1,1
5.12,-7.04,1,1
5.2,-7.04,1,1
5.28,-7.04,1,1
5.36,-7.04,1,1
5.44,-7.04,1,1
5.52,-7.04,1,1
5.6,-7.04,1,1
5.68,-7.04,1,1
5.76,-7.04,1,1
5.84,-7.04,1,1
5.92,-7.04,1,1
6,-7.04,1,1
6.08,-7.04,1,1
6.16,-7.04,1,1
6.24,-7.04,1,1
6.32,-7.04,1,1
6.4,-7.04,1,1
6.48,-7.04,1,1
6.56,-7.04,1,1
6.64,-7.04,1,1
6.72,-7.04,1,1
6.8,-7.04,1,1
6.88,-7.04,1,1
6.96,-7.04,1,1
7.04,-7.04,1,1
7.12,-7.04,1,1
7.2,-7.04,1,1
7.28,-7.04,1,1
7.36,-7.04,1,1
7.44,-7.04,1,1
7.52,-7.04,1,1
7.6,-7.04,1,1
7.68,-7.04,1,1
7.76,-7.04,1,1
7.84,-7.04,1,1
7.92,-7.04,1,1
8,-7.04,1,1
8.08,-7.04,1,1
8.16,-7.04,1,1
8.24,-7.04,1,1
8.32,-7.04,1,1
8.4,-7.04,1,1
8.48,-7.04,1,1
8.56,-7.04,1,1
8.64,-7.04,1,1
8.72,-7.04,1,1
8.8,-7.04,1,1
8.88,-7.04,1,1
8.96,-7.04,1,1
9.04,-7.04,1,1
9.12,-7.04,1,1
9.2,-7.04,1,1
9.28,-7.04,1,1
9.36,-7.04,1,1
9.44,-7.04,1,1
9.52,-7.04,1,1
9.6,-7.04,1,1
9.68,-7.04,1,1
9.76,-7.04,1,1
9.84,-7.04,1,1
9.92,-7.04,1,1
10,-7.04,1,1
10.08,-7.04,1,1
10.16,-7.04,1,1
10.24,-7.04,1,1
10.32,-7.04,1,1
10.4,-7.04,1,1
10.48,-7.04,1,1
10.56,-7.04,1,1
10.64,-7.04,1,1
10.72,-7.04,1,1
10.8,-7.04,1,1
10.88,-7.04,1,1
10.96,-7.04,1,1
11.04,-7.04,1,1
11.12,-7.04,1,1
11.2,-7.04,1,1
11.28,-7.04,1,1
11.36,-7.04,1,1
11.44,-7.04,1,1
11.52,-7.04,1,1
11.6,-7.04,1,1
11.68,-7.04,1,1
11.76,-7.04,1,1
11.84,-7.04,1,1
11.92,-7.04,1,1
12,-7.04,1,1
12.08,-7.04,1,1
12.16,-7.04,1,1
12.24,-7.04,1,1
12.32,-7.04,1,1
12.4,-7.04,1,1
12.48,-7.04,1,1
12.56,-7.04,1,1
12.64,-7.04,1,1
12.72,-7.04,1,1
12.8,-7.04,1,1
12.88,-7.04,1,1
12.96,-7.04,1,1
13.04,-7.04,1,1
13.12,-7.04,1,1
13.2,-7.04,1,1
13.28,-7.04,1,1
13.36,-7.04,1,1
13.44,-7.04,1,1
13.52,-7.04,1,1
13.6,-7.04,1,1
13.68,-7.04,1,1
13.76,-7.04,1,1
13.84,-7.04,1,1
13.92,-7.04,1,1
14,-7.04,1,1
14.08,-7.04,1,1
14.16,-7.04,1,1
14.24,-7.04,1,1
14.32,-7.04,1,1
14.4,-7.04,1,1
14.48,-7.04,1,1
14.56,-7.04,1,1
14.64,-7.04,1,1
14.72,-7.04,1,1
14.8,-7.04,1,1
14.88,-7.04,1,1
14.96,-7.04,1,1
15.04,-7.04,1,1
15.12,-7.04,1,1
15.2,-7.04,1,1
15.28,-7.04,1,1
15.36,-7.04,1,1
15.44,-7.04,1,1
15.52,-7.04,1,1
15.6,-7.04,1,1
15.68,-7.04,1,1
15.76,-7.04,1,1
15.84,-7.04,1,1
15.92,-7.04,1,1
16,-7.04,1,1
-16,-6.96,1,1
-15.92,-6.96,1,1
-15.84,-6.96,1,1
-15.76,-6.96,1,1
-15.68,-6.96,1,1
-15.6,-6.96,1,1
-15.52,-6.96,1,1
-15.44,-6.96,1,1
-15.36,-6.96,1,1
-15.28,-6.96,1,1
-15.2,-6.96,1,1
-15.12,-6.96,1,1
-15.04,-6.96,1,1
-14.96,-6.96,1,1
-14.88,-6.96,1,1
-14.8,-6.96,1,1
-14.72,-6.96,1,1
-14.64,-6.96,1,1
-14.56,-6.96,1,1
-14.48,-6.96,1,1
-14.4,-6.96,1,1
-14.32,-6.96,1,1
-14.24,-6.96,1,1
-14.16,-6.96,1,1
-14.08,-6.96,1,1
-14,-6.96,1,1
-13.92,-6.96,1,1
-13.84,-6.96,1,1
-13.76,-6.96,1,1
-13.68,-6.96,1,1
-13.6,-6.96,1,1
-13.52,-6.96,1,1
-13.44,-6.96,1,1
-13.36,-6.96,1,1
-13.28,-6.96,1,1
-13.2,-6.96,1,1
-13.12,-6.96,1,1
-13.04,-6.96,1,1
-12.96,-6.96,1,1
-12.88,-6.96,1,1
-12.8,-6.96,1,1
-12.72,-6.96,1,1
-12.64,-6.96,1,1
-12.56,-6.96,1,1
-12.48,-6.96,1,1
-12.4,-6.96,1,1
-12.32,-6.96,1,1
-12.24,-6.96,1,1
-12.16,-6.96,1,1
-12.08,-6.96,1,1
-12,-6.96,1,1
-11.92,-6.96,1,1
-11.84,-6.96,1,1
-11.76,-6.96,1,1
-11.68,-6.96,1,1
-11.6,-6.96,1,1
-11.52,-6.96,1,1
-11.44,-6.96,1,1
-11.36,-6.96,1,1
-11.28,-6.96,1,1
-11.2,-6.96,1,1
-11.12,-6.96,1,1
-11.04,-6.96,1,1
-10.96,-6.96,1,1
-10.88,-6.96,1,1
-10.8,-6.96,1,1
-10.72,-6.96,1,1
-10.64,-6.96,1,1
-10.56,-6.96,1,1
-10.48,-6.96,1,1
-10.4,-6.96,1,1
-10.32,-6.96,1,1
-10.24,-6.96,1,1
-10.16,-6.96,1,1
-10.08,-6.96,1,1
-10,-6.96,1,1
-9.92,-6.96,1,1
-9.84,-6.96,1,1
-9.76,-6.96,1,1
-9.68,-6.96,1,1
-9.6,-6.96,1,1
-9.52,-6.96,1,1
-9.44,-6.96,1,1
-9.36,-6.96,1,1
-9.28,-6.96,1,1
-9.2,-6.96,1,1
-9.12,-6.96,1,1
-9.04,-6.96,1,1
-8.96,-6.96,1,1
-8.88,-6.96,1,1
-8.8,-6.96,1,1
-8.72,-6.96,1,1
-8.64,-6.96,1,1
-8.56,-6.96,1,1
-8.48,-6.96,1,1
-8.4,-6.96,1,1
-8.32,-6.96,1,1
-8.24,-6.96,1,1
-8.16,-6.96,1,1
